time,feeder,event,minutes
0:00:00,1,good,0.00
0:00:00,2,poor,0.00
0:00:00,3,best,0.00
0:01:57,1,start,1.95
0:05:45,2,start,5.75
0:05:55,2,start,5.92
0:05:59,3,start,5.98
0:09:45,2,start,9.75
0:10:44,2,start,10.73
0:10:57,2,start,10.95
0:14:42,3,start,14.70
0:16:54,1,start,16.90
0:16:57,2,start,16.95
0:25:06,1,start,25.10
0:25:20,1,start,25.33
0:27:23,1,start,27.38
0:28:40,2,start,28.67
0:31:03,2,start,31.05
0:35:00,3,start,35.00
0:36:13,3,start,36.22
0:38:41,1,start,38.68
0:40:44,1,start,40.73
0:40:47,1,start,40.78
0:40:51,2,start,40.85
0:44:09,1,start,44.15
0:46:36,1,start,46.60
0:49:35,1,start,49.58
0:51:34,1,start,51.57
0:52:46,3,start,52.77
0:53:02,1,start,53.03
0:54:08,1,start,54.13
0:57:53,1,start,57.88
1:00:51,1,start,60.85
1:02:13,1,start,62.22
1:05:53,1,start,65.88
1:08:52,1,start,68.87
1:12:14,2,start,72.23
1:12:18,1,start,72.30
1:18:27,1,start,78.45
1:19:55,1,start,79.92
1:21:23,1,start,81.38
1:22:51,1,start,82.85
1:24:19,1,start,84.32
1:25:47,1,start,85.78
1:27:15,1,start,87.25
1:28:43,1,start,88.72
1:30:11,1,start,90.18
1:21:52,2,start,81.87
1:26:45,2,start,86.75
1:20:39,3,start,80.65
1:24:19,3,start,84.32
1:27:59,3,start,87.98
1:32:21,3,switch,92.35
1:35:43,1,start,95.72
1:38:22,1,start,98.37
1:39:19,1,start,99.32
1:39:53,1,start,99.88
1:44:12,3,start,104.20
1:45:27,1,start,105.45
1:45:34,3,start,105.57
1:48:37,1,start,108.62
1:49:39,3,start,109.65
1:51:07,1,start,111.12
1:52:44,3,start,112.73
1:53:12,3,start,113.20
1:56:44,1,start,116.73
1:58:47,3,start,118.78
2:01:11,3,start,121.18
2:02:39,3,start,122.65
2:06:47,3,start,126.78
2:07:33,3,start,127.55
2:09:57,1,start,129.95
2:10:52,3,start,130.87
2:13:32,3,start,133.53
2:13:50,1,start,133.83
2:14:13,3,start,134.22
2:18:15,3,start,138.25
2:20:20,3,tandem,140.33
2:21:01,3,start,141.02
2:21:18,3,start,141.30
2:24:50,3,start,144.83
2:26:30,3,tandem,146.50
2:27:25,3,start,147.42
2:27:26,3,start,147.43
2:30:11,1,start,150.18
2:30:38,3,start,150.63
2:30:53,3,start,150.88
2:32:43,3,start,152.72
2:34:10,3,tandem,154.17
2:36:10,3,start,156.17
2:36:31,3,start,156.52
2:38:34,1,start,158.57
2:40:50,3,tandem,160.83
2:41:38,1,start,161.63
2:45:47,3,start,165.78
2:46:46,3,start,166.77
2:49:07,1,start,169.12
2:49:52,3,start,169.87
2:50:43,3,start,170.72
2:52:45,1,start,172.75
2:52:45,3,tandem,172.75
2:53:19,3,start,173.32
2:53:39,3,start,173.65
2:56:26,3,start,176.43
3:01:20,3,start,181.33
