time,feeder,event,minutes
0:00:00,1,poor,0.00
0:00:00,2,good,0.00
0:00:00,3,best,0.00
0:08:04,1,start,8.07
0:14:23,1,start,14.38
0:20:00,1,start,20.00
1:08:09,1,start,68.15
2:12:08,1,start,132.13
0:00:49,2,start,0.82
0:01:54,2,start,1.90
0:02:43,2,start,2.72
0:02:55,2,start,2.92
0:10:08,2,start,10.13
0:13:50,2,start,13.83
0:14:42,2,start,14.70
0:15:21,2,start,15.35
0:16:35,2,start,16.58
0:17:57,2,start,17.95
0:18:12,2,start,18.20
0:19:15,2,start,19.25
0:22:46,2,start,22.77
0:28:17,2,start,28.28
0:32:16,2,start,32.27
0:32:46,2,start,32.77
0:34:32,2,start,34.53
0:34:49,2,tandem,34.82
0:35:24,2,start,35.40
0:39:11,2,start,39.18
0:39:18,2,start,39.30
0:39:52,2,start,39.87
0:39:59,2,start,39.98
0:46:01,2,start,46.02
0:46:01,2,start,46.02
0:47:29,2,start,47.48
0:49:48,2,start,49.80
0:50:29,2,start,50.48
0:51:32,2,start,51.53
0:55:14,2,start,55.23
0:55:26,2,tandem,55.43
0:56:13,2,start,56.22
0:57:13,2,start,57.22
0:58:04,2,start,58.07
0:59:49,2,start,59.82
1:00:44,2,start,60.73
1:02:11,2,start,62.18
1:03:30,2,start,63.50
1:06:52,2,tandem,66.87
1:07:22,2,start,67.37
1:08:45,2,start,68.75
1:10:45,2,start,70.75
1:11:15,2,start,71.25
1:16:18,2,start,76.30
1:19:55,2,start,79.92
1:21:05,2,tandem,81.08
1:24:23,2,start,84.38
1:24:24,2,start,84.40
1:24:54,2,start,84.90
1:26:55,2,start,86.92
1:27:20,2,start,87.33
1:27:48,2,start,87.80
1:28:37,2,start,88.62
1:30:06,2,start,90.10
1:33:12,2,start,93.20
1:33:58,2,start,93.97
1:35:25,2,start,95.42
1:36:15,2,start,96.25
1:37:04,2,start,97.07
1:38:02,2,start,98.03
1:45:19,2,start,105.32
1:49:10,2,tandem,109.17
2:05:30,2,start,125.50
2:20:02,2,start,140.03
0:07:04,3,start,7.07
1:11:49,3,switch,71.82
1:14:25,3,start,74.42
1:28:56,3,start,88.93
1:28:56,3,start,88.93
1:33:52,3,start,93.87
1:36:21,3,start,96.35
1:44:45,3,start,104.75
1:45:01,3,start,105.02
1:46:15,3,start,106.25
1:54:05,3,tandem,114.08
1:55:07,3,tandem,115.12
1:56:23,3,start,116.38
1:59:14,3,start,119.23
2:02:03,3,start,122.05
2:02:35,3,start,122.58
2:08:05,3,tandem,128.08
2:08:39,3,start,128.65
2:12:30,3,start,132.50
2:13:28,3,start,133.47
2:16:44,3,start,136.73
2:18:52,3,start,138.87
2:21:35,3,start,141.58
2:25:16,3,tandem,145.27
2:25:35,3,tandem,145.58
2:26:06,3,start,146.10
2:28:39,3,start,148.65
2:29:27,3,start,149.45
2:29:29,3,start,149.48
2:30:59,3,start,150.98
2:30:59,3,start,150.98
2:32:25,3,start,152.42
2:33:15,3,start,153.25
2:34:42,3,start,154.70
2:35:37,3,tandem,155.62
2:36:14,3,start,156.23
2:38:14,3,tandem,158.23
2:39:17,3,start,159.28
2:39:30,3,tandem,159.50
2:40:49,3,start,160.82
2:41:45,3,start,161.75
2:42:18,3,start,162.30
2:42:22,3,start,162.37
2:42:30,3,start,162.50
2:42:58,3,start,162.97
2:43:28,3,start,163.47
2:43:32,3,start,163.53
2:43:36,3,start,163.60
2:44:31,3,tandem,164.52
2:45:08,3,start,165.13
2:45:45,3,start,165.75
2:45:47,3,start,165.78
