time,feeder,event,minutes
0:00:00,1,good,0.00
0:00:00,2,best,0.00
0:00:00,3,poor,0.00
0:02:48,1,start,2.80
0:05:13,1,start,5.22
0:05:46,1,start,5.77
0:06:46,1,start,6.77
0:08:36,1,start,8.60
0:09:29,1,start,9.48
0:09:29,1,start,9.48
0:09:59,1,start,9.98
0:10:10,1,start,10.17
0:10:50,1,start,10.83
0:14:49,1,start,14.82
0:15:06,1,start,15.10
0:15:36,1,start,15.60
0:15:50,1,start,15.83
0:16:05,1,start,16.08
0:16:25,1,start,16.42
0:16:58,1,start,16.97
0:19:04,1,start,19.07
0:20:08,1,tandem,20.13
0:21:22,1,start,21.37
0:24:20,1,start,24.33
0:25:41,1,start,25.68
0:25:54,1,start,25.90
0:27:11,1,start,27.18
0:27:17,1,start,27.28
0:27:47,1,start,27.78
0:29:57,1,start,29.95
0:30:42,1,start,30.70
0:30:53,1,start,30.88
0:33:05,1,tandem,33.08
0:34:55,1,start,34.92
0:35:31,1,start,35.52
0:35:37,1,start,35.62
0:37:09,1,start,37.15
0:37:18,1,start,37.30
0:37:26,1,start,37.43
0:38:07,1,start,38.12
0:38:31,1,start,38.52
0:40:15,1,start,40.25
0:41:27,1,start,41.45
0:42:32,1,start,42.53
0:42:32,1,start,42.53
0:42:59,1,start,42.98
0:44:00,1,start,44.00
0:46:11,1,start,46.18
0:46:12,1,start,46.20
0:46:44,1,start,46.73
0:47:43,1,start,47.72
0:48:00,1,start,48.00
0:48:56,1,start,48.93
0:49:09,1,start,49.15
0:49:43,1,start,49.72
0:52:06,1,start,52.10
0:54:01,1,start,54.02
0:55:15,1,start,55.25
0:55:51,1,start,55.85
0:56:06,1,start,56.10
0:56:19,1,start,56.32
0:58:05,1,start,58.08
0:59:03,1,start,59.05
0:59:49,1,start,59.82
1:01:07,1,start,61.12
1:03:03,1,start,63.05
1:05:15,1,start,65.25
1:05:37,1,start,65.62
1:05:50,1,start,65.83
1:05:54,1,start,65.90
1:06:28,1,start,66.47
1:08:09,1,start,68.15
1:08:36,1,start,68.60
1:10:31,1,start,70.52
1:15:46,1,start,75.77
1:17:34,1,start,77.57
0:02:54,2,start,2.90
0:02:58,2,start,2.97
0:03:02,2,start,3.03
0:03:05,2,start,3.08
0:05:46,2,start,5.77
0:06:50,2,start,6.83
0:08:27,2,start,8.45
0:10:13,2,start,10.22
0:10:19,2,start,10.32
0:12:01,2,start,12.02
0:12:33,2,start,12.55
0:13:08,2,start,13.13
0:13:08,2,start,13.13
0:18:09,2,start,18.15
0:21:00,2,start,21.00
0:21:47,2,start,21.78
0:22:06,2,start,22.10
0:23:03,2,start,23.05
0:26:27,2,start,26.45
0:30:38,2,switch,30.63
0:31:05,2,start,31.08
0:32:24,2,start,32.40
0:32:36,2,start,32.60
0:32:36,2,start,32.60
0:32:43,2,start,32.72
0:34:03,2,start,34.05
0:35:42,2,start,35.70
0:35:50,2,start,35.83
0:37:02,2,tandem,37.03
0:37:13,2,start,37.22
0:37:30,2,start,37.50
0:39:24,2,start,39.40
0:39:44,2,start,39.73
0:39:52,2,start,39.87
0:40:23,2,start,40.38
0:41:08,2,start,41.13
0:42:29,2,tandem,42.48
0:44:25,2,tandem,44.42
0:44:49,2,start,44.82
0:45:11,2,start,45.18
0:45:14,2,start,45.23
0:45:15,2,tandem,45.25
0:46:03,2,start,46.05
0:46:05,2,start,46.08
0:46:20,2,start,46.33
0:47:12,2,start,47.20
0:47:16,2,start,47.27
0:47:21,2,tandem,47.35
0:48:24,2,start,48.40
0:48:32,2,tandem,48.53
0:48:41,2,start,48.68
0:48:46,2,start,48.77
0:50:06,2,start,50.10
0:50:08,2,start,50.13
0:51:25,2,tandem,51.42
0:51:26,2,start,51.43
0:51:39,2,start,51.65
0:51:54,2,start,51.90
0:52:03,2,start,52.05
0:52:15,2,start,52.25
0:54:00,2,start,54.00
0:54:24,2,tandem,54.40
0:54:31,2,start,54.52
0:54:37,2,start,54.62
0:54:44,2,start,54.73
0:54:51,2,start,54.85
0:56:11,2,tandem,56.18
0:56:14,2,start,56.23
0:56:27,2,start,56.45
0:56:31,2,start,56.52
0:56:33,2,start,56.55
0:56:36,2,start,56.60
0:56:41,2,start,56.68
0:57:13,2,tandem,57.22
0:57:26,2,start,57.43
0:57:33,2,tandem,57.55
0:57:53,2,start,57.88
0:58:00,2,start,58.00
0:58:58,2,start,58.97
0:59:02,2,tandem,59.03
0:59:14,2,start,59.23
0:59:40,2,tandem,59.67
1:00:21,2,start,60.35
1:00:26,2,start,60.43
1:01:14,2,tandem,61.23
1:01:59,2,start,61.98
1:02:03,2,start,62.05
1:02:07,2,start,62.12
1:02:10,2,start,62.17
1:03:00,2,start,63.00
1:03:04,2,start,63.07
1:03:47,2,start,63.78
1:04:12,2,start,64.20
1:04:22,2,start,64.37
1:04:56,2,start,64.93
1:06:09,2,start,66.15
1:06:36,2,start,66.60
1:06:47,2,start,66.78
1:07:37,2,start,67.62
1:08:22,2,start,68.37
1:08:38,2,start,68.63
1:08:45,2,start,68.75
1:08:48,2,tandem,68.80
1:08:52,2,start,68.87
1:09:14,2,tandem,69.23
1:09:44,2,start,69.73
1:09:46,2,start,69.77
1:10:21,2,start,70.35
1:11:03,2,start,71.05
1:11:04,2,start,71.07
1:11:52,2,start,71.87
1:12:37,2,start,72.62
1:12:57,2,start,72.95
1:13:01,2,tandem,73.02
1:13:40,2,start,73.67
1:13:54,2,start,73.90
1:15:15,2,start,75.25
1:15:36,2,start,75.60
1:17:18,2,start,77.30
1:17:23,2,start,77.38
1:17:32,2,start,77.53
1:17:38,2,tandem,77.63
0:02:33,3,start,2.55
0:02:43,3,start,2.72
0:03:34,3,start,3.57
0:05:02,3,start,5.03
0:06:34,3,start,6.57
0:07:34,3,start,7.57
0:07:39,3,start,7.65
0:08:29,3,start,8.48
0:10:34,3,start,10.57
0:11:04,3,start,11.07
0:12:20,3,start,12.33
0:12:26,3,start,12.43
0:14:01,3,start,14.02
0:16:35,3,start,16.58
0:17:30,3,start,17.50
0:22:16,3,start,22.27
0:23:48,3,start,23.80
0:24:33,3,start,24.55
0:25:59,3,start,25.98
0:28:15,3,start,28.25
0:29:21,3,start,29.35
0:29:50,3,start,29.83
0:31:22,3,start,31.37
0:31:32,3,start,31.53
0:32:10,3,start,32.17
0:32:19,3,start,32.32
