time,feeder,event,minutes
0:00:00,1,poor,0.00
0:00:00,2,best,0.00
0:00:00,3,good,0.00
0:02:37,1,start,2.62
0:02:59,1,start,2.98
0:04:04,1,start,4.07
0:09:32,1,start,9.53
0:10:53,1,start,10.88
0:11:33,1,start,11.55
0:12:20,1,start,12.33
0:13:50,1,start,13.83
0:16:43,1,start,16.72
0:19:14,1,start,19.23
0:19:23,1,start,19.38
0:21:36,1,start,21.60
0:21:58,1,start,21.97
0:23:39,1,start,23.65
0:25:45,1,start,25.75
0:26:25,1,start,26.42
0:27:12,1,start,27.20
0:30:37,1,start,30.62
0:34:47,1,start,34.78
0:35:57,1,start,35.95
0:39:13,1,start,39.22
0:40:59,1,start,40.98
0:41:48,1,start,41.80
0:51:25,1,start,51.42
0:54:38,1,start,54.63
0:55:59,1,start,55.98
0:59:35,1,start,59.58
1:00:23,1,start,60.38
1:10:48,1,start,70.80
1:11:27,1,start,71.45
1:15:54,1,start,75.90
0:01:13,2,start,1.22
0:01:28,2,start,1.47
0:02:41,2,start,2.68
0:02:53,2,start,2.88
0:03:13,2,start,3.22
0:03:58,2,start,3.97
0:04:18,2,start,4.30
0:04:55,2,start,4.92
0:05:26,2,start,5.43
0:06:15,2,start,6.25
0:07:57,2,start,7.95
0:08:05,2,start,8.08
0:09:12,2,start,9.20
0:10:33,2,start,10.55
0:11:05,2,start,11.08
0:12:05,2,start,12.08
0:12:12,2,start,12.20
0:12:20,2,start,12.33
0:12:58,2,start,12.97
0:13:41,2,start,13.68
0:17:13,2,start,17.22
0:22:12,2,start,22.20
0:22:40,2,start,22.67
0:23:25,2,start,23.42
0:24:08,2,switch,24.13
0:24:30,2,start,24.50
0:25:14,2,start,25.23
0:25:35,2,start,25.58
0:25:39,2,start,25.65
0:26:15,2,start,26.25
0:28:22,2,start,28.37
0:28:46,2,start,28.77
0:30:23,2,start,30.38
0:31:26,2,start,31.43
0:32:10,2,start,32.17
0:35:07,2,start,35.12
0:37:07,2,start,37.12
0:38:13,2,start,38.22
0:39:37,2,start,39.62
0:40:51,2,start,40.85
0:41:22,2,start,41.37
0:41:22,2,start,41.37
0:41:48,2,start,41.80
0:41:54,2,start,41.90
0:42:25,2,start,42.42
0:43:17,2,start,43.28
0:45:46,2,start,45.77
0:45:56,2,start,45.93
0:47:22,2,tandem,47.37
0:48:13,2,start,48.22
0:48:13,2,start,48.22
0:49:07,2,start,49.12
0:51:01,2,start,51.02
0:51:38,2,start,51.63
0:51:43,2,start,51.72
0:52:16,2,start,52.27
0:52:41,2,start,52.68
0:54:04,2,start,54.07
0:56:04,2,start,56.07
0:56:04,2,start,56.07
0:58:02,2,start,58.03
0:58:06,2,start,58.10
0:58:08,2,start,58.13
0:59:09,2,start,59.15
0:59:21,2,start,59.35
0:59:29,2,start,59.48
1:00:12,2,tandem,60.20
1:01:00,2,start,61.00
1:02:02,2,start,62.03
1:02:44,2,start,62.73
1:02:46,2,start,62.77
1:03:05,2,start,63.08
1:03:14,2,start,63.23
1:03:51,2,start,63.85
1:05:12,2,start,65.20
1:05:35,2,start,65.58
1:09:38,2,start,69.63
1:09:51,2,start,69.85
1:11:31,2,start,71.52
1:14:25,2,tandem,74.42
1:14:55,2,start,74.92
1:14:56,2,start,74.93
1:14:57,2,start,74.95
0:01:00,3,start,1.00
0:02:58,3,start,2.97
0:03:26,3,start,3.43
0:04:09,3,start,4.15
0:04:18,3,start,4.30
0:05:56,3,start,5.93
0:06:32,3,start,6.53
0:06:40,3,start,6.67
0:07:31,3,start,7.52
0:07:54,3,start,7.90
0:08:02,3,start,8.03
0:09:44,3,start,9.73
0:10:28,3,start,10.47
0:10:59,3,start,10.98
0:13:22,3,start,13.37
0:14:01,3,start,14.02
0:15:01,3,start,15.02
0:16:23,3,start,16.38
0:17:01,3,start,17.02
0:17:03,3,start,17.05
0:17:26,3,start,17.43
0:19:42,3,start,19.70
0:20:58,3,start,20.97
0:22:43,3,start,22.72
0:24:04,3,start,24.07
0:24:56,3,start,24.93
0:25:16,3,start,25.27
0:27:04,3,tandem,27.07
0:27:27,3,start,27.45
0:27:31,3,start,27.52
0:29:16,3,start,29.27
0:30:34,3,start,30.57
0:31:28,3,start,31.47
0:33:17,3,start,33.28
0:33:35,3,start,33.58
0:33:39,3,start,33.65
0:34:47,3,tandem,34.78
0:34:56,3,start,34.93
0:35:11,3,start,35.18
0:35:13,3,start,35.22
0:37:01,3,start,37.02
0:37:21,3,start,37.35
0:37:53,3,start,37.88
0:42:57,3,start,42.95
0:44:11,3,start,44.18
0:46:27,3,start,46.45
0:47:46,3,start,47.77
0:48:20,3,start,48.33
0:50:31,3,start,50.52
0:56:44,3,start,56.73
1:02:34,3,start,62.57
1:05:36,3,start,65.60
